ID,rating,review,product,price,ttr,words_per_t_unit,words_per_clauses,flesch_reading_ease,l2sca_W,l2sca_S,l2sca_VP,l2sca_C,l2sca_T,l2sca_DC,l2sca_CT,l2sca_CP,l2sca_CN,l2sca_MLS,l2sca_MLT,l2sca_MLC,l2sca_C/S,l2sca_VP/T,l2sca_C/T,l2sca_DC/C,l2sca_DC/T,l2sca_T/S,l2sca_CT/T,l2sca_CP/T,l2sca_CP/C,l2sca_CN/T,l2sca_CN/C,lca_wordtypes,lca_swordtypes,lca_lextypes,lca_slextypes,lca_wordtokens,lca_swordtokens,lca_lextokens,lca_slextokens,lca_ld,lca_ls1,lca_ls2,lca_vs1,lca_vs2,lca_cvs1,lca_ndw,lca_ndwz,lca_ndwerz,lca_ndwesz,lca_ttr,lca_msttr,lca_cttr,lca_rttr,lca_logttr,lca_uber,lca_lv,lca_vv1,lca_svv1,lca_cvv1,lca_vv2,lca_nv,lca_adjv,lca_advv,lca_modv
B0045LQCEI,2.0,described as a replacement for sears filter seems to fit fine but after  weeks we have had  leaks no leaks with sears filters for the past  years but even sears has changed part numbers and suppliers grr both leaks started when water pressure dropped and continued until water was turned off  on and full pressure was restored is it the filterorings particles in filter seat or filter seat on refrigerator unknown but switching to a different filter for testinghoneywell  water defense water sensing alarm told me immediately that water was present on the new wood floors  that is a great productnbspa datahookproductlinklinked classalinknormal   water defense water sensing alarma,aqua fresh  compatible with whirlpool    and  refrigerator water filter,12.45,0.6851851851851852,108.0,8.307692307692308,-38.15,108,1,17,13,1,10,1,5,17,108.0,108.0,8.3077,13.0,17.0,13.0,0.7692,10.0,1.0,1.0,5.0,0.3846,17.0,1.3077,50,18,48,18,74,27,65,26,0.88,0.4,0.36,0.25,1.0,0.71,50,35,36.4,35.6,0.68,0.7,4.11,5.81,0.91,20.52,0.74,0.94,14.06,2.65,0.23,0.63,0.15,0.05,0.2
B00009W3PA,5.0,this cord was just what i was looking for no one in my local area had any dryer cords over six feet long i checked in a  radius of my home in fact i was told they were not available anymore not being one to believe such tales i checked online and found this one price was right shipped quickly and i had my new dryer running the quality is firstrate if you need a tenfoot dryer cord this is the one to get,certified appliance accessories  closedeyelet  dryer cord ,15.26,0.6785714285714286,84.0,8.4,20.06,84,1,12,10,1,7,1,1,14,84.0,84.0,8.4,10.0,12.0,10.0,0.7,7.0,1.0,1.0,1.0,0.1,14.0,1.4,36,9,32,8,55,13,42,12,0.76,0.29,0.25,0.0,0.0,0.0,36,35,33.6,34.6,0.65,0.7,3.43,4.85,0.89,16.46,0.76,0.82,7.36,1.92,0.21,0.67,0.19,0.05,0.24
B005B45YVK,4.0,worked as expected  not to bad to install and took about an hour having never taken my dishwasher apart  part came before it was due that was nice since i hate to do dishes  replaces the original of a different design but works better and is an oem replacement,whirlpool  dispenser for dishwasher,63.64,0.8979591836734694,49.0,8.166666666666666,38.66,49,1,10,6,1,5,1,3,4,49.0,49.0,8.1667,6.0,10.0,6.0,0.8333,5.0,1.0,1.0,3.0,0.5,4.0,0.6667,27,6,23,6,31,6,25,6,0.81,0.24,0.22,0.1,0.1,0.22,27,27,27.0,27.0,0.87,0.87,3.43,4.85,0.96,37.07,0.92,0.8,6.4,1.79,0.32,1.0,0.32,0.04,0.36
B00ICPQC4I,2.0,pros they work and they fit but only after i struggled with trying to remold them back into a bowl type shape cons they came crushed flat and the delivery box itself was not crushed so i do not understand how that happens if they did not come crushed i would have given a better rating so since they work i will be keeping them but i wont order them again,mainstays  electric stove disposable drip pan liner set  piece,6.49,0.7323943661971831,71.0,6.454545454545454,33.25,71,1,14,11,1,7,0,1,5,71.0,71.0,6.4545,11.0,14.0,11.0,0.6364,7.0,1.0,0.0,1.0,0.0909,5.0,0.4545,32,8,27,8,45,10,35,10,0.78,0.29,0.25,0.11,0.22,0.33,32,32,32.0,32.0,0.71,0.71,3.37,4.77,0.91,18.46,0.77,0.72,9.39,2.17,0.37,0.91,0.09,0.09,0.17
B000XTJRRA,3.0,i have some orchids in home and since i live in the midwest it is very difficult to keep them growing successfully especially in the winter time  orchids typically require a lot of humidity  the only time that i was successful brings them back to bloom is when i grew them inside the yoga studio  i always suspected that the sweat from the yoga practitioners made them get enough humidity to stay healthyi cannot say that this instrument is very accurate but during winter season i store my house orchids in a special glass container and i monitor their environment carefully  so far plants look healthy and i am hoping that they bloom again next time around,acurite  pro accuracy temperature and humidity gauge with alarms black,18.99,0.6837606837606838,23.6,6.555555555555555,-38.83,118,1,22,18,5,13,5,0,16,118.0,23.6,6.5556,18.0,4.4,3.6,0.7222,2.6,5.0,1.0,0.0,0.0,3.2,0.8889,56,15,50,15,77,20,67,20,0.87,0.3,0.27,0.19,0.56,0.53,56,38,39.2,39.8,0.73,0.76,4.51,6.38,0.93,25.73,0.75,0.94,14.06,2.65,0.22,0.66,0.13,0.1,0.24
B00230KU5A,1.0,ive purchased dozens of smartwaterstyle filters from culligan ge and brita over the years and this filter is the only one thats ever given me any problems the only positive thing i can say about this model is that it failed instantly which saved my house from potentially expensive water damage had the leak been less noticeable from what i can tell the filter does not fit tightly enough into the twiston adapter for my refrigerator not included with the filter so the force of the incoming water slightly unscrews the filter from the adapter and leaks a considerable amount of water this filter may not fail for you in the same manner since there are different adapters for different refrigerators,watersentinel  made in usa refrigerator replacement filter fits ge mwf filters,22.92,0.6942148760330579,121.0,11.0,-42.89,121,1,12,11,1,10,1,3,21,121.0,121.0,11.0,11.0,12.0,11.0,0.9091,10.0,1.0,1.0,3.0,0.2727,21.0,1.9091,51,18,45,18,71,27,60,27,0.85,0.45,0.35,0.17,0.33,0.41,51,42,39.3,39.4,0.72,0.84,4.28,6.05,0.92,23.85,0.75,0.92,10.08,2.25,0.18,0.63,0.2,0.08,0.28
B00536VQE0,2.0,my washer walked so badly it practically ran i was desperate for a product that could help i had to actually call out a repair technician as my center post washer was out of balancei have tile floors and even after the balance issue was taken care of the walking would still happenwhen i got these feet which are ideal for tile floors there bottom side has a more flexible grippy rubber i scrubbed the floor clean so there was no dryer lint or dust elephants  i was guessing that a clean floor would help the grip and thus help stop the walkingafter my husband and i lifted the washer and put the  feet in place not an overly fun job we ran a load of wash while the machine did quiet down some  it also did still walk even with the feet the feet are also relatively tall so the washer and dryer were no longer close to the same height and i couldnt iron on top of the double unitsthey worked kindof for the few weeks it took for the technician to get proper specific rubber feet for my washer if your unit is only walking a little this may be just what you need,antiwalk silent feet  antivibration pads for washing machines and dryers,44.95,0.6183574879227053,207.0,7.666666666666667,-113.26,207,1,29,27,1,12,1,4,20,207.0,207.0,7.6667,27.0,29.0,27.0,0.4444,12.0,1.0,1.0,4.0,0.1481,20.0,0.7407,89,29,78,28,135,37,110,36,0.81,0.33,0.33,0.14,0.57,0.53,89,40,40.2,42.3,0.66,0.79,5.42,7.66,0.92,25.08,0.71,0.71,14.29,2.67,0.18,0.65,0.15,0.09,0.25
B00006IV17,5.0,excellent although it was only one  filter this time in the past the order included  filters for an incredibly low price i clicked on my past order and it brought up this page here with only one filter includedso i ventured out to the internet to search for these on googlei found places on ebay  was the seller americanwholesalesupply also has some other filters with sixpack  and   offers with free shippingsearch ebay for replacement fit for holmes humidifier wick filter   pack and you will find appropriate results,holmes quotaquot humidifier filter ,11.89,0.7126436781609196,inf,12.428571428571429,-16.84,87,1,8,7,0,3,0,1,16,87.0,0.0,12.4286,7.0,0.0,0.0,0.4286,0.0,0.0,0.0,0.0,0.1429,0.0,2.2857,43,16,36,15,54,21,46,20,0.85,0.43,0.37,0.25,0.5,0.5,43,40,40.5,40.3,0.8,0.8,4.14,5.85,0.94,30.34,0.78,0.88,6.12,1.75,0.15,0.74,0.17,0.02,0.2
B0050O230G,5.0,ok so if you are looking for this no need to have the conversation about the design thoughts or any of that  either you live with your broke one jerry rig it or buy this  i did the latter after doing  too long  no reason to frustrate over the whys this works,whirlpool   silverware basket for dish washer,33.0,0.8269230769230769,52.0,13.0,44.08,52,1,8,4,1,4,1,2,5,52.0,52.0,13.0,4.0,8.0,4.0,1.0,4.0,1.0,1.0,2.0,0.5,5.0,1.25,22,4,18,4,23,4,19,4,0.83,0.21,0.18,0.14,0.14,0.27,22,22,22.0,22.0,0.96,0.96,3.24,4.59,0.99,96.05,0.95,0.86,5.14,1.6,0.32,1.0,0.0,0.11,0.11
B0006GVNOA,3.0,first thing first it works the kit is great in what it consists of and the price is just right i think to call someone to clean my dryer vents i got quoted from  all the way up to  bucks so if you were able to do it yourself you will need to invest a bit more in a construction vacuum that cost about  bucks and start the savings basically from the second time you do itso whats with the  my brush broke inside my vent while i was pulling it out and yes i was using a drill all the pieces came out except the round brush i had to climb to my attic and push it from the other side to come out what was supposed to be an easy task ended up with me spending over an hour extra in climbing in my attic disassembling the hvac pipe so that i can get in there and push down on the brushanother minus for this kit is that while it is fairly bendy it will not go very smoothly through your flexible insulated pipes and most likely push the pipe out from its connectorwith all that said if your vent duct doesnt have to many bends and you want to take the risk maybe i had a defective kit that the brush broke you might save a lot of money doing it yourself,gardus  linteater rotary dryer vent cleaning system,29.09,0.574468085106383,,,-133.22,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92,27,82,26,129,37,106,36,0.82,0.34,0.29,0.09,0.26,0.36,92,41,42.0,39.8,0.71,0.8,5.73,8.1,0.93,30.34,0.77,0.8,22.4,3.35,0.26,0.72,0.14,0.05,0.19
B00009W3I4,5.0,these vents are pretty amazing  you have to clean them out once and a while to keep the cap moving but they definitely work to keep out the cold air  there are two vendors of what looks like the same items but this one is superior in materials and construction  worth the extra price,heartland  energy saving dryer vent closure,36.2,0.8148148148148148,54.0,9.0,33.59,54,1,10,6,1,3,1,2,5,54.0,54.0,9.0,6.0,10.0,6.0,0.5,3.0,1.0,1.0,2.0,0.3333,5.0,0.8333,25,7,21,7,29,7,22,7,0.76,0.32,0.28,0.14,0.14,0.27,25,25,25.0,25.0,0.86,0.86,3.28,4.64,0.96,33.18,0.95,0.86,5.14,1.6,0.27,1.0,0.18,0.09,0.27
B00CLVTE4Y,1.0,we have had this installed into our remodeled kitchen for less than two months used it maybe three times and the touch screen as already stopped working it cost us a lot of money to get installed no way can you install this yourself unless you are very handy we will contact the manufacturer to see about how they will rectify this situation but to get it out and back installed will cost is a fortune also the time clock is literally impossible to set looks nice but works like junk,akdy  island mount stainless steel tempered glass touch panel kitchen range hood cooking fan,42.44,0.7692307692307693,91.0,8.272727272727273,4.49,91,1,17,11,1,6,1,3,10,91.0,91.0,8.2727,11.0,17.0,11.0,0.5455,6.0,1.0,1.0,3.0,0.2727,10.0,0.9091,39,11,33,11,48,13,39,13,0.81,0.33,0.28,0.19,0.56,0.53,39,39,39.0,39.0,0.81,0.81,3.98,5.63,0.95,31.34,0.85,0.69,7.56,1.94,0.28,0.92,0.18,0.08,0.26
B00INXG9MY,5.0,by far this is one of my best investments yet i am currently stationed over seas in japan and our housing does not have ice machines and our freezer is so small we didnt want to take up the little room we have with ice trays we decided to buy an ice maker for the counter so when we had parties or wanted ice with dinner we could make some i cant get over how fast it makes ice and its not that loud at all i cant say enough amazing things about it,compact ice maker red,8.77,0.7553191489361702,31.333333333333332,8.545454545454545,9.91,94,1,14,11,3,2,2,2,6,94.0,31.3333,8.5455,11.0,4.6667,3.6667,0.1818,0.6667,3.0,0.6667,0.6667,0.1818,2.0,0.5455,42,11,36,11,57,16,45,16,0.79,0.36,0.26,0.15,0.31,0.39,42,37,38.2,36.7,0.74,0.74,3.93,5.56,0.92,23.25,0.8,0.85,9.31,2.16,0.24,0.81,0.18,0.07,0.24
B0002U33ZM,5.0,but exactly what i was looking for with shipping to canada and exchange on the us dollar it was still cheaper than buying them here im so disappointed because id rather buy them in canada than out ive bought enough for  years the humidifier is already old  old so by the time this one dies ill buy one of the new more stylish ones in the meantime the old one just keeps plugging away with the these wicks for  more years thanks,bionaire  replacement humidifier wick filters  pack,16.99,0.7317073170731707,82.0,11.714285714285714,13.63,82,1,10,7,1,3,0,1,8,82.0,82.0,11.7143,7.0,10.0,7.0,0.4286,3.0,1.0,0.0,1.0,0.1429,8.0,1.1429,38,12,31,12,50,13,39,13,0.78,0.33,0.32,0.27,0.82,0.64,38,38,38.0,38.0,0.76,0.76,3.8,5.37,0.93,24.22,0.79,0.73,5.82,1.71,0.21,0.87,0.18,0.1,0.28
B005B5RXL8,5.0,fixed my  error code like a complete champ despite whirlpool supports insistence that it wouldnt in my model year we called somebody out the house to address what whirlpool claimed was a pressure sensor problem and it turned out its the control board took less than  minutes to replace and new unit functions even better than the old one did before the error code,whirlpool  control board for washer,209.98,0.796875,64.0,10.666666666666666,31.9,64,1,9,6,1,3,1,0,8,64.0,64.0,10.6667,6.0,9.0,6.0,0.5,3.0,1.0,1.0,0.0,0.0,8.0,1.3333,35,6,33,6,38,7,36,7,0.95,0.19,0.17,0.22,0.44,0.47,35,35,35.0,35.0,0.92,0.92,4.01,5.68,0.98,69.88,0.92,1.0,9.0,2.12,0.25,0.9,0.14,0.06,0.19
B00230KU5A,1.0,i have a ge profile refrigerator requiring the mwf filter the filter felt like it installed properly but water didnt flow through it there was a rush of pressure on removing popping the filter off when i turned it but i tried to reinstall anyway only to have the same result threw it in the garbage i was using eco agua  and will probably go back to that,watersentinel  made in usa refrigerator replacement filter fits ge mwf filters,22.92,0.7352941176470589,68.0,8.5,19.38,68,1,12,8,1,7,1,2,7,68.0,68.0,8.5,8.0,12.0,8.0,0.875,7.0,1.0,1.0,2.0,0.25,7.0,0.875,34,14,30,14,41,16,35,16,0.85,0.46,0.41,0.36,1.45,0.85,34,34,34.0,34.0,0.83,0.83,3.75,5.31,0.95,31.99,0.86,1.0,11.0,2.35,0.31,0.78,0.09,0.09,0.17
B004UB1O9Q,5.0,these were definitely the official filters  i used the pictures in other comments here to compare these to what i purchased at home depot a year ago and discovered that one was a knockoff  it had the fine print this is not nsf certified whereas these ones from amazon do not have that line  the one from home depot also had only one rubber washer around the neck where these had two,samsung genuine  refrigerator water filter  pack,116.0,0.7361111111111112,72.0,10.285714285714286,15.32,72,1,8,7,1,6,1,1,7,72.0,72.0,10.2857,7.0,8.0,7.0,0.8571,6.0,1.0,1.0,1.0,0.1429,7.0,1.0,32,8,26,8,41,9,29,9,0.71,0.31,0.25,0.12,0.12,0.25,32,32,32.0,32.0,0.78,0.78,3.53,5.0,0.93,24.17,0.9,0.88,6.12,1.75,0.24,0.87,0.14,0.07,0.21
B00Z62GEUC,2.0,i just got it yesterday and i was so excited after installing it one i noticed that it was previously used and second i just thought maybe it was just me i tried a load of clothes i set it to wash and dry after i returned home i came home to water every where and the machine out of place the only way it will stay in place is to set it to no spin i am so upset i really wanted this machine i put in over time just to get it, washerdryer combo compact laundry with  cubic ft capacity electric dryer and washer stainless steel drum auto balance system white,20.22,0.5957446808510638,31.333333333333332,6.714285714285714,9.91,94,1,19,14,3,6,3,1,8,94.0,31.3333,6.7143,14.0,6.3333,4.6667,0.4286,2.0,3.0,1.0,0.3333,0.0714,2.6667,0.5714,35,4,32,4,58,4,49,4,0.84,0.08,0.11,0.06,0.06,0.17,35,31,31.2,32.5,0.6,0.62,3.25,4.6,0.88,14.18,0.65,0.83,12.5,2.5,0.31,0.52,0.08,0.06,0.14
B001DPXE7W,5.0,after  years we needed to replace our filter unit  we needed to do so bc of human error and not due to wear and tear  my husband somehow dried the filter unit with a load of laundry  not sure how but needless to say the thing was unrepairable  i was worried that we wouldnt be able to find a replacement but this worked out perfectly  it fits just like the old one the color matches and appears to have the same durabilityflexibility both items had the same model number embossed on the unit itself  i kept the old one so that i could compare the two  theyre identical i hope it lasts just as long as the old one, amana dryer lint screen  filter  trap   ,53.47,0.6638655462184874,119.0,8.5,-32.4,119,1,20,14,1,7,1,2,13,119.0,119.0,8.5,14.0,20.0,14.0,0.5,7.0,1.0,1.0,2.0,0.1429,13.0,0.9286,56,15,49,14,71,16,60,15,0.85,0.25,0.27,0.16,0.47,0.49,56,44,42.1,42.0,0.79,0.88,4.7,6.65,0.94,33.25,0.82,0.95,17.05,2.92,0.3,0.77,0.2,0.05,0.25
B00ECV5ZNK,5.0,if youre a do it yourselfer type this job shouldnt be complicated at all my  year old son helped with the back tension spring i installed it from the bottom both pulling up while holding the bottom part in place found it pretty easy actually had to cap the optional light bulb inlet with a customized all rubber plug my washer doesnt have a light didnt need help for the front tension ringspring  hrs  no more leaksnote remove the front weight ring see pic makes it easy to install back spring your welcome,frigidaire  bellows kit,103.51,0.7741935483870968,93.0,10.333333333333334,2.46,93,1,14,9,1,6,1,0,15,93.0,93.0,10.3333,9.0,14.0,9.0,0.6667,6.0,1.0,1.0,0.0,0.0,15.0,1.6667,53,21,49,21,62,22,57,22,0.92,0.39,0.4,0.44,3.56,1.33,53,45,43.8,44.0,0.85,0.9,4.76,6.73,0.96,47.16,0.86,1.0,18.0,3.0,0.32,0.96,0.16,0.05,0.21
B0089VAAF2,5.0,walked into lowes where i bought my fridge and they wanted  plus tax for one oem samsung filter note oems can be had for about  on line to heck with that i ordered  of these for  shipped they are not as heavy as the oem but they fit perfectly and the filtration specs are just as good,watersentinel  refrigerator replacement filterfits samsung  hafcinexp ,25.98,0.8070175438596491,19.0,6.333333333333333,47.46,57,1,9,9,3,3,1,1,4,57.0,19.0,6.3333,9.0,3.0,3.0,0.3333,1.0,3.0,0.3333,0.3333,0.1111,1.3333,0.4444,28,11,23,11,33,12,25,12,0.76,0.48,0.39,0.17,0.17,0.29,28,28,28.0,28.0,0.85,0.85,3.45,4.87,0.95,32.32,0.92,1.0,6.0,1.73,0.24,0.87,0.08,0.08,0.16
B0006GVNOA,3.0,at first this contraption was a little confusing i read the directions about  times before i felt okay about going through with the project  was not fully confident as there were a lot of warnings about making sure the drill was going the right wayyou turned it the right way so you wouldnt lose rods in the dryer vent scared me a little however the project turned out really well we didnt lose any rods thankfully and we got out the birds nest that had taken residence in our dryer ventthe part that was for the lint catcher was convenient as well and is actually recommended to be used at least once a month in order to clean out the lint catcher i do need to keep up with this but it isnt convenient to have to put together and tape the rods each time when you only really use it for a couple of minutes however if you have a handy space to keep it already together i can see how this would be even better for keeping up with cleaning the lint out,gardus  linteater rotary dryer vent cleaning system,29.09,0.6,inf,9.736842105263158,-90.93,185,1,30,19,0,13,0,2,13,185.0,0.0,9.7368,19.0,0.0,0.0,0.6842,0.0,0.0,0.0,0.0,0.1053,0.0,0.6842,73,21,61,21,112,28,84,28,0.75,0.33,0.29,0.19,0.96,0.69,73,38,40.5,39.3,0.65,0.78,4.88,6.9,0.91,22.59,0.73,0.77,15.38,2.77,0.24,0.69,0.14,0.07,0.21
B0002YTM0I,5.0,after buying new kitchen appliances our range hood had to go since the color no longer matched ordered this unit because its identical to the one we had and black was the color we needed it was easy to install and fit perfectly it holds up to a  watt bulb and the fan is very quiet its just what we needed,broan  ada capable nonducted undercabinet range hood  stainless steel,5.71,0.7377049180327869,inf,7.625,34.94,61,1,11,8,0,6,0,1,7,61.0,0.0,7.625,8.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.125,0.0,0.875,31,9,26,8,36,10,28,9,0.78,0.32,0.29,0.2,0.4,0.45,31,31,31.0,31.0,0.86,0.86,3.65,5.17,0.96,37.3,0.93,0.9,8.1,2.01,0.32,0.9,0.18,0.11,0.29
B00536VQE0,5.0,i have had trouble with my maytag front loader washer for the last year i have replaced the shocks leveled feet etc  the thing still walked right out of the spot for every load  i told my husband we are getting rid of them  he said let me try one more thing  we received this package and i laughed  i said how in the world is a little package of rubber feet going to hold that washer  well guess whatit does  ive done several loads and it hasnt moved the vibration is minimal  now you must knowi live in a mobile home and the maytag repair man said there was nothing that would keep them from moving in a mobile home  well these little dream feet do  best  i ever spent,antiwalk silent feet  antivibration pads for washing machines and dryers,44.95,0.7099236641221374,131.0,5.954545454545454,-36.12,131,1,25,22,1,14,1,1,21,131.0,131.0,5.9545,22.0,25.0,22.0,0.6364,14.0,1.0,1.0,1.0,0.0455,21.0,0.9545,59,15,55,15,85,18,74,17,0.87,0.23,0.25,0.12,0.38,0.43,59,38,39.8,39.2,0.69,0.76,4.53,6.4,0.92,23.48,0.74,0.79,15.04,2.74,0.26,0.71,0.15,0.03,0.18
B00I9SK73K,4.0,this works pretty well  just make sure to keep the area very well ventilated as its pretty toxic  keep the kids and pets away  it paints on just like white out but just a bit gooy  i recommend to frequently put the cap back on the bottle and shake a little because it tends to get sticky while youre working with it like old nail polish  i only did one coat and it looks so much better  you really have to look hard to see where it was repaired  id give it  stars but docked one for all the toxic chemicals and how it tends to get sticky quickly while working with it  otherwise it does what it says it will and the dish racks look great,rerack dishwasher rack repair  white ,9.45,0.6614173228346457,127.0,7.470588235294118,-32.06,127,1,24,17,1,12,1,4,12,127.0,127.0,7.4706,17.0,24.0,17.0,0.7059,12.0,1.0,1.0,4.0,0.2353,12.0,0.7059,59,15,54,14,74,17,69,16,0.93,0.23,0.25,0.14,0.57,0.53,59,43,43.8,44.6,0.8,0.86,4.85,6.86,0.95,35.52,0.78,0.71,14.29,2.67,0.29,1.0,0.2,0.14,0.35
B00E37TQV0,5.0,i was about to get a glass of water when my filter alert began to show on my samsung side by side lordy the samsung filters were gonna set me back  each i found these and got three  filters for the price of one  the filters fit fine and the taste of the water is perfect no complaints at all ill buy more of these when the need arises,ecoaqua  replacement for samsung water filter   hafcinexp   refrigerator water filter  pack,30.99,0.7246376811594203,70.0,11.666666666666666,35.28,70,1,11,6,1,3,1,1,10,70.0,70.0,11.6667,6.0,11.0,6.0,0.5,3.0,1.0,1.0,1.0,0.1667,10.0,1.6667,26,6,25,6,36,10,33,10,0.92,0.3,0.23,0.11,0.11,0.24,26,26,26.0,26.0,0.72,0.72,3.06,4.33,0.91,17.14,0.76,0.89,7.11,1.89,0.24,0.67,0.15,0.03,0.18
B015A9JEG6,1.0,i now have bought three of these pieces and each one breaks after about three months in the very same place the roller facing the front of the washer breaks off we do not load the top shelf in any unusual manner according to the user manual this is just a weakness in the design, dishwasher top rack adjuster compatible for whirlpool amp kenmore dishwashers replace  ,10.09,0.8,55.0,11.0,49.49,55,1,5,5,1,4,1,1,10,55.0,55.0,11.0,5.0,5.0,5.0,0.8,4.0,1.0,1.0,1.0,0.2,10.0,2.0,28,7,24,7,29,7,25,7,0.86,0.28,0.25,0.17,0.17,0.29,28,28,28.0,28.0,0.97,0.97,3.68,5.2,0.99,140.33,0.96,1.0,6.0,1.73,0.24,1.0,0.12,0.08,0.2
B00CGW856Q,4.0,when i bought my fridge just over a year ago i had no idea that it would cost more than  every  months to replace the filter so happy to be able to buy  at the same price the finishing is not quite as polished but i will take that any day given the savings, packkenmore  compatible refrigerator water and ice filter by zuma water filtersters ,64.99,0.8518518518518519,54.0,10.8,50.51,54,1,9,5,1,3,1,1,4,54.0,54.0,10.8,5.0,9.0,5.0,0.6,3.0,1.0,1.0,1.0,0.2,4.0,0.8,27,5,21,5,31,5,24,5,0.77,0.21,0.19,0.0,0.0,0.0,27,27,27.0,27.0,0.87,0.87,3.43,4.85,0.96,37.07,0.88,0.83,4.17,1.44,0.21,0.91,0.25,0.04,0.29
B00DI97NU0,5.0,after reading all the reviews and shopping all the stores we found this deal on amazon  it was better than any around delivery was smooth even though we delayed it for more than a week because of site prep work that wasnt done you need to watch the dimensions though they dont include the extra extensions on the back of the dryer needed for the vent we had a very very tight fit but were able to make it work the dryer vent did not match the existing one of course which was over to one side the lg is in the center made that work too and ive been enjoying them ever since capacity is fantastic which is what i needed with a king size bed and several dogs requiring lots of towels etc i wanted to have lots of room,lg graphite  cu ft front load steam washer and  cu ft steam electric dryer set  ,255.29,0.6830985915492958,142.0,10.142857142857142,-47.28,142,1,21,14,1,13,1,4,20,142.0,142.0,10.1429,14.0,21.0,14.0,0.9286,13.0,1.0,1.0,4.0,0.2857,20.0,1.4286,62,17,57,17,81,19,67,19,0.83,0.28,0.27,0.09,0.18,0.3,62,41,41.6,38.7,0.77,0.82,4.87,6.89,0.94,31.37,0.85,0.82,14.73,2.71,0.27,0.88,0.13,0.04,0.18
B00ECV64AS,3.0,although i received the product quickly and came with adapter kit etc at half the price of the local appliance parts place i found after replacing this  times grrr that if you have a loud whine or noise when you washer is spinning the bearings are probably out and will just leak again and will need to replace this again  again and again like i did what i didnt know is that if bearings are out used appliance place wont even take it for trade or parts  i was told firgidaires are notorious for this bought a used washer and moved on with life,frigidaire  tub seal kit,29.87,0.6730769230769231,inf,9.454545454545455,-8.71,104,1,14,11,0,11,0,7,12,104.0,0.0,9.4545,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6364,0.0,1.0909,46,14,41,14,64,17,51,17,0.8,0.33,0.3,0.28,1.39,0.83,46,37,37.0,36.1,0.72,0.74,4.07,5.75,0.92,22.75,0.8,0.94,16.06,2.83,0.33,0.72,0.1,0.06,0.16
B00DZU7V0O,5.0,i have to love this because it fixed the dryer this lever is really better described as an actuator for the door switch if it breaks during a cycle the dryer will shut off and then wont turn on again since it thinks the door is openthe actuator is not terribly difficult to replace just watch for sharp metal edges as you would working in any appliance and be sure to unplug the dryer and the price on amazon is terrific,whirlpool  lever,7.99,0.7283950617283951,81.0,6.75,6.18,81,1,16,12,1,9,1,2,8,81.0,81.0,6.75,12.0,16.0,12.0,0.75,9.0,1.0,1.0,2.0,0.1667,8.0,0.6667,39,13,34,12,47,16,38,15,0.81,0.39,0.33,0.3,0.9,0.67,39,39,39.0,39.0,0.83,0.83,4.02,5.69,0.95,34.5,0.89,1.0,10.0,2.24,0.26,0.78,0.13,0.13,0.26
B004MU3EDE,5.0,i had been getting the replacement filters at the appliance store every time the warning light went onthe amazon price was better delivery was quick and i ordered the   its the only way ill ever buy theseupdate  since installing there has been a major leak  apparently this is a current issue with samsung  this is a different filter than the earlier ones  i thought it was meant to be improvement  wrong,samsung  replacement water filter ,116.0,0.8028169014084507,71.0,6.454545454545454,-0.6,71,1,14,11,1,4,1,0,12,71.0,71.0,6.4545,11.0,14.0,11.0,0.3636,4.0,1.0,1.0,0.0,0.0,12.0,1.0909,39,11,36,11,50,12,38,12,0.76,0.32,0.28,0.14,0.14,0.27,39,39,39.0,39.0,0.78,0.78,3.9,5.52,0.94,26.75,0.95,1.0,7.0,1.87,0.18,0.94,0.32,0.03,0.34
B0014CN8Y8,5.0,worked just as expected  we did loosen the dryer lint with this and then blew it out with an electric leaf blower  i would recommend and we will use it in the future  could have put a trash bag on the output to catch the lint  the extensions were easy to use, gardus  linteater rotary dryer vent cleaning system,29.09,0.7884615384615384,52.0,8.666666666666666,44.08,52,1,9,6,1,2,1,1,5,52.0,52.0,8.6667,6.0,9.0,6.0,0.3333,2.0,1.0,1.0,1.0,0.1667,5.0,0.8333,26,7,23,7,28,8,25,8,0.89,0.32,0.27,0.1,0.1,0.22,26,26,26.0,26.0,0.93,0.93,3.47,4.91,0.98,65.07,0.92,0.9,8.1,2.01,0.36,0.91,0.08,0.08,0.16
B001B35APA,5.0,excellent easy to use i stuck the outdoor sensor between my closed bathroom window and screen which is left in yearround very accurate for  months now replaced an old wired one that finally died i have dry eyes so monitoring humidity inside and out is as important as temp for me matches readings on other gauges within a degree or two humidity within  match close enough for me,acurite  wireless indooroutdoor thermometer and humidity sensor,1.41,0.8676470588235294,68.0,9.714285714285714,10.92,68,1,8,7,1,4,0,1,11,68.0,68.0,9.7143,7.0,8.0,7.0,0.5714,4.0,1.0,0.0,1.0,0.1429,11.0,1.5714,41,11,35,11,45,12,38,12,0.84,0.32,0.27,0.14,0.14,0.27,41,41,41.0,41.0,0.91,0.91,4.32,6.11,0.98,67.6,0.92,1.0,7.0,1.87,0.18,0.94,0.26,0.11,0.37
