ID,rating,review,product,price,ttr,words_per_t_unit,words_per_clauses,flesch_reading_ease,l2sca_W,l2sca_S,l2sca_VP,l2sca_C,l2sca_T,l2sca_DC,l2sca_CT,l2sca_CP,l2sca_CN,l2sca_MLS,l2sca_MLT,l2sca_MLC,l2sca_C/S,l2sca_VP/T,l2sca_C/T,l2sca_DC/C,l2sca_DC/T,l2sca_T/S,l2sca_CT/T,l2sca_CP/T,l2sca_CP/C,l2sca_CN/T,l2sca_CN/C,lca_wordtypes,lca_swordtypes,lca_lextypes,lca_slextypes,lca_wordtokens,lca_swordtokens,lca_lextokens,lca_slextokens,lca_ld,lca_ls1,lca_ls2,lca_vs1,lca_vs2,lca_cvs1,lca_ndw,lca_ndwz,lca_ndwerz,lca_ndwesz,lca_ttr,lca_msttr,lca_cttr,lca_rttr,lca_logttr,lca_uber,lca_lv,lca_vv1,lca_svv1,lca_cvv1,lca_vv2,lca_nv,lca_adjv,lca_advv,lca_modv
B0002GIR6G,5.0,i had this pedal for about  months i used it to turn my fender champ into a marshallstackonachairthis one is a complicated little monster choosing which mid boost to use while cutting mid frequencies with a knob to tailor the tone can be long and painful you can easily get nasty sounds from this thing at first it sounds thin and a bit shrill so youll have to tweak it a lot thankfully the great tones are in there and there are many of them lots of different flavors and great touchsensitivity and it doesnt sound too compressed and thats awesomethe main sounds i used weredark zeppelindark  scorpionszakk wyldeslashhonestly this is the pedal id buy again for a hard rockmetal marshall tone none of the smaller simpler semiboutique offerings that cost a bit less seem to offer as much tweakability you can tell the tube doesnt provide much but it does give you great sustain even at low gain levels and thats quite important as the pedal is pretty gainy so youll dial it back a lot i would have loved to use this hot british for cleaner overdrive tones as well but it doesnt do it and thats why i dont have it anymore quite expensive but it doesnt disappoint far from it,radial tonebone hot british tube distortion pedal,34.99,0.6121495327102804,,,-120.36,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,42,86,39,138,51,113,47,0.82,0.42,0.42,0.23,1.63,0.9,99,41,42.6,45.2,0.72,0.87,5.96,8.43,0.93,31.75,0.76,0.73,16.13,2.84,0.19,0.77,0.24,0.05,0.29
B0023BYDHK,2.0,you get what you pay for  theres an annoying latency problem with audacity that i tried troubleshooting following audacitys manual but it didnt help  it seemed to work for a little but now its back to what it was and its impossible to listen to yourself while recording  the recording quality is trash i set all my levels to midrange on my mixer set the recording level to  and yet it still overloads on the recording and sounds grungy and overloaded  granted i can still do basic recording but if youre looking to do anything beyond basic recording like recording multiple tracks even look for something better,behringer ucontrol  ultralow latency   out usb audio interface with digital output,7.99,0.6728971962616822,107.0,8.23076923076923,-28.68,107,1,18,13,1,8,1,3,19,107.0,107.0,8.2308,13.0,18.0,13.0,0.6154,8.0,1.0,1.0,3.0,0.2308,19.0,1.4615,47,15,44,15,62,18,58,18,0.94,0.31,0.32,0.2,1.0,0.71,47,40,39.0,37.6,0.76,0.8,4.22,5.97,0.93,26.71,0.76,0.72,12.96,2.55,0.31,0.75,0.14,0.05,0.19
B00KO8W060,1.0,one of the  cables has a short in it out the box i was djing a grad party this past weekend and the clients wanted to blessed the food and i handed her my mic and no sound came it im shaking and moving the cable saying testing testing and half of the word testing was heard coming out the speakers i never had a brand new xlr cable do that ever first time for everything hopefully the seller will send me a new replacement cable,cable matters  microphone cable mic cablexlr to xlr cable  feet,22.99,0.7093023255813954,86.0,8.6,9.57,86,1,14,10,1,2,1,3,10,86.0,86.0,8.6,10.0,14.0,10.0,0.2,2.0,1.0,1.0,3.0,0.3,10.0,1.0,43,14,37,13,54,17,45,16,0.83,0.36,0.33,0.2,0.6,0.55,43,41,40.7,41.8,0.8,0.82,4.14,5.85,0.94,30.34,0.82,0.87,11.27,2.37,0.29,0.83,0.11,0.02,0.13
B0002E1NWI,5.0,i have used many different strings in my  years of playing the guitar elixir guitar strings give me what ive been looking forlasting good tone and sound i use the medium gauged nanoweb ultra thin    my taylor  tuned a whole step down d g c f a d the tone and playability are perfect just capo the second fret to be in standard tuning,elixir strings  bronze acoustic guitar strings w polyweb coating lightmedium ,10.82,0.8125,64.0,12.8,23.44,64,1,9,5,1,0,0,2,9,64.0,64.0,12.8,5.0,9.0,5.0,0.0,0.0,1.0,0.0,2.0,0.4,9.0,1.8,40,16,38,16,48,18,43,18,0.9,0.42,0.4,0.55,3.27,1.28,40,40,40.0,40.0,0.83,0.83,4.08,5.77,0.95,35.7,0.88,0.91,9.09,2.13,0.23,0.79,0.26,0.05,0.3
B0002E3CKY,5.0,not the most accomplished violinist so i dont know about all these descriptions for sound quality where to me it is you make a sound or you dont unless you include squeaking noisesthis is my excursion from steel core strings and i didnt want something that you have to constantly retune because i am just not used to having to do that these work well in that regard meaning once you get them well stretched out they pretty much stay in tune under not too heavy of usagei agree with the other reviewer about the g string and i think if anyone wanted to try just buying a single string to mix in with other strings on their violin that is what i would recommend the g it sounds great i am actually using the e string that is a dominant because i like it so much i dont feel like changing it out with the new one from this set and will keep it as a backup in case i break the one i am using,daddario zyex violin string set with aluminum d  scale light tension,53.5,0.6101694915254238,177.0,8.428571428571429,-82.81,177,1,30,21,1,15,1,1,26,177.0,177.0,8.4286,21.0,30.0,21.0,0.7143,15.0,1.0,1.0,1.0,0.0476,26.0,1.2381,67,19,60,19,101,26,85,26,0.84,0.31,0.28,0.12,0.38,0.43,67,40,39.4,38.8,0.66,0.76,4.71,6.67,0.91,22.54,0.71,0.83,16.67,2.89,0.24,0.74,0.12,0.06,0.18
B00YNVCH8K,5.0,very easy to use  understand has chromatic tuner that can students can train their ear to hear the correct tone immediate feedback to see if playing the correct note purchased for my daughter to tune her cello  utilize the metronome easy control of beats per minute on metronome  easy to change timing hertz key notes etc,kliq metropitch  metronome tuner for all instruments  with guitar bass violin ukulele and chromatic tuning modes  tone generator  carrying pouch included red,26.99,0.8035714285714286,inf,28.0,31.56,56,1,10,2,0,2,0,0,11,56.0,0.0,28.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,32,8,31,8,37,9,36,9,0.97,0.25,0.25,0.18,0.36,0.43,32,32,32.0,32.0,0.86,0.86,3.72,5.26,0.96,39.0,0.86,1.0,11.0,2.35,0.31,0.92,0.19,0.03,0.22
B0002D0C1M,5.0,i purchased  sets to string an old  string i was given two so if i screwed up i would have a backup  i always use martin strings on my acoustics  its so easy to have them come to me and much cheaper than going into my local guitar shop and always finding something i cant live without,martin sp acoustic  set phosphor bronze guitar strings extra light    ,12.12,0.7719298245614035,57.0,14.25,39.0,57,1,9,4,1,3,1,2,5,57.0,57.0,14.25,4.0,9.0,4.0,0.75,3.0,1.0,1.0,2.0,0.5,5.0,1.25,28,7,22,7,37,9,29,9,0.78,0.31,0.25,0.3,0.9,0.67,28,28,28.0,28.0,0.76,0.76,3.25,4.6,0.92,20.32,0.76,1.0,10.0,2.24,0.34,0.62,0.21,0.0,0.21
B0002E1NWI,4.0,i only use elixir strings on my taylor  but typically a heavier gauge than this  i put these on because my wife is learning to play and needed strings that were easier to play  if you are new or have weak finger strength this gauge will help  ive tried many brands and always come back to elixir  theres a reason taylor guitars come stocked with elixirs   by the way these last at least twice as long as non coated strings so dont worry bout spending a little extra money  it saves in the long run,elixir strings  bronze acoustic guitar strings w polyweb coating lightmedium ,10.82,0.7894736842105263,31.666666666666668,10.555555555555555,0.43,95,1,12,9,3,6,3,2,11,95.0,31.6667,10.5556,9.0,4.0,3.0,0.6667,2.0,3.0,1.0,0.6667,0.2222,3.6667,1.2222,51,14,43,13,63,20,53,19,0.84,0.36,0.27,0.25,1.0,0.71,51,40,42.3,42.7,0.81,0.8,4.54,6.43,0.95,35.28,0.81,0.88,12.25,2.47,0.26,0.79,0.26,0.08,0.34
B000VO1EA0,4.0,is it a good bow  i dont know because im a novice  but it seems to be the same that came with my very inexpensive mendini by ceciro   id lost a lot of horse hair with the first one carelessly removing it from the case  so with mixed reviews it had i got one  so as i said it works well enough at my level of play,crescent  full size well balanced round brazil wood mongolian horsehair violin bow,17.95,0.7611940298507462,67.0,9.571428571428571,28.85,67,1,10,7,1,6,1,0,8,67.0,67.0,9.5714,7.0,10.0,7.0,0.8571,6.0,1.0,1.0,0.0,0.0,8.0,1.1429,35,10,31,10,39,10,33,10,0.85,0.3,0.29,0.1,0.1,0.22,35,35,35.0,35.0,0.9,0.9,3.96,5.6,0.97,53.87,0.94,1.0,10.0,2.24,0.3,0.93,0.15,0.09,0.24
B0002H0A3S,5.0,great stringsreally i think these are pretty good go to strings for just about anybody of any caliber on virtually any acoustic guitarthey strung nicely broke in quickly about a day and feel really nicethe sound of these strings is phenomenal bright and clear good resonanceif you are looking for light strings these are themthe only other things i would suggest to consider which would be merely preference aredo you want a coated string  coated cost more but last longer the sound is not as vibrant though but if you like them consider the coated version do you want light stringsthese diameters are as stated in the description plain steel   phosphor bronze wound    the medium  are plain steel   phosphor bronze wound    it is so slight but it feels much different of course there are heavy and extra light options tooreally that is it determine your preference for thickness and coatings then grab the daddario model that meets that criteria you are set,daddario  phosphor bronze acoustic guitar strings custom light ,6.99,0.654320987654321,162.0,6.75,-84.5,162,1,27,24,1,16,1,4,26,162.0,162.0,6.75,24.0,27.0,24.0,0.6667,16.0,1.0,1.0,4.0,0.1667,26.0,1.0833,79,30,73,28,107,39,90,37,0.84,0.41,0.38,0.15,0.45,0.47,79,41,41.6,38.9,0.74,0.81,5.4,7.64,0.94,31.26,0.81,0.85,14.45,2.69,0.19,0.83,0.24,0.1,0.34
B0002D03AW,5.0,the cons from the other reviews cannot be stated enough  this is a passive device and it will absolutely produce lower sound than if you had a device hooked up directly to speakers  in my case i usually have the volume on  and now i have it closer to   i think if you are in the  or more range already you should think about a powered versioni cannot find very many competitors to this device  i use it to connect  computers to one set of computer speakers  it is wonderful in this capacity  i use linux and this allows me to adjust all of the volume and not worry about setting up network audio or what operating system the computer uses  it also allows me to have all computers connected to the speakers so i hear sounds even if im not using that computer directlyi have not noticed any increased line noise as another reviewer mentioned  for me the quality of the sound is not impaired  it is only the volume that is affectedthis thing is expensive and i wish it was cheaper  however if you are in a situation where you have  computers or other  outputs and want to connect to a single set of speakers this is a great device,rolls stereo  channel  ampamp  mixer pass ,7.99,0.5330188679245284,,,-135.25,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,18,64,18,125,26,95,26,0.76,0.27,0.25,0.15,0.59,0.54,73,37,36.1,35.2,0.58,0.74,4.62,6.53,0.89,18.82,0.67,0.7,13.37,2.59,0.2,0.59,0.17,0.06,0.23
B002B55TRG,4.0,i have been playing the harmonica on and off very novicelike for the past  years  i started with my first serious harmonica about  years ago and it was a hohner special  key of g  also a very nice special  and i got a lot of improv fun from it making up my own tunes and such  then i recently decided to really learn the blues and bought the special  in the key of c so i could follow all the lesson plans  this harmonica is just as nice as expected however the higher pitch that c has over the g makes it a bit more difficult to draw notes cleanly and bend them  i especially have problems with draws on   and   technique accounts for a lot of this however since i can compare to my  year old g i do believe there is breaking in over time that sweetens the sound and eases the ability to play as well  i must mention that i do not like the oskar lee because i purchased that first in the key of c and the thing squeals and makes all sorts of undesirable noises and the over all tone is not as warm deep and resonating as the hohner special  threw the oskar lee out from frustration  if you are new to harmonica playing do not be fooled that a good harmonica equals good playing more easily  embouchure breathing and practice practice practice is all that will really do the trick  if you want a great harmonica with which you can grow over timei believe this is the one to get  key of c first then an a d genjoy,hohner special  harmonica a,7.99,0.5126353790613718,,,-192.77,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,25,89,24,169,35,139,34,0.82,0.24,0.25,0.17,1.23,0.78,102,39,39.7,39.8,0.6,0.78,5.55,7.85,0.9,22.63,0.64,0.7,19.6,3.13,0.2,0.62,0.14,0.07,0.22
B0002BACB4,5.0,i was looking for a mic that would enhance my vocals i have a softer more mellow voice and needed a mic that would provide clarity and volume i tried the sennheiser  and also shure  the  was warmer and had less proximity effect however i had to be very close to the mic to pick up my vocals and the pa would have a hissing sound when the gain was turned up then i tried to  it was good but more muddy and bassy so i tried the beta  i was blown away by how clear and crisp it sounded and enhanced my tone also when the gain was cranked very high no hissing sound from pa speakers this was awesome in comparison to the  also it picked up my voice pretty well even  to  inches back overall im very impressed with this mic and prefer it over the  and regular ,shure beta  supercardioid dynamic microphone with high output neodymium element for vocalinstrument applications,45.14,0.5496688741721855,151.0,8.882352941176471,-56.42,151,1,20,17,1,11,1,9,13,151.0,151.0,8.8824,17.0,20.0,17.0,0.6471,11.0,1.0,1.0,9.0,0.5294,13.0,0.7647,60,23,54,23,96,29,73,29,0.76,0.4,0.38,0.33,2.33,1.08,60,34,36.6,36.5,0.62,0.68,4.33,6.12,0.9,19.25,0.74,0.81,13.76,2.62,0.23,0.78,0.18,0.11,0.29
B00HVLUR54,5.0,had these for a couple of months now and i can say that the sound quality definitely gets better after the first week or soi purchased these to use at work and then at home when im not gaming music  i can use these sidebyside with my logitech gaming headset and the quality difference is crazyim able to wear these for  hours at a time more if im stuck at my desk that long without a single hint of discomfort  they fit over the ear perfectly,audiotechnica  professional studio monitor headphone black,8.65,0.7209302325581395,86.0,12.285714285714286,9.57,86,1,9,7,1,2,1,2,10,86.0,86.0,12.2857,7.0,9.0,7.0,0.2857,2.0,1.0,1.0,2.0,0.2857,10.0,1.4286,44,13,40,13,48,14,44,14,0.92,0.32,0.3,0.0,0.0,0.0,44,44,44.0,44.0,0.92,0.92,4.49,6.35,0.98,74.8,0.91,0.89,7.11,1.89,0.18,0.96,0.14,0.11,0.25
B004IK5M0G,5.0,some of the reviews up here seem to be based on the superinflated price of around   for that price yes there are plenty of better options  i am not sure how amazon does it but they are selling this  cheaper than many of those other retailers and at that price this mic is a steal  i have limited experience with mics but this blows away anything else ive tried under a hundred bucks  and if even my noobie ears could hear a distinct improvement that is saying something  i dont think i wouldve considered this mic if i didnt have other tc helicon products eg mic mechanic  but im glad i did  what was most impressive was when i looked at the reviews it is hard to find anyone who doesnt love this micwith or without other tchelicon stuff  indeed of the  negative reviews  are actually positive but less than  stars for some reason the third reviewer gave it  star because it doesnt have a onoff button so i guess a shure  or senn  are  mics too and the last one says it didnt work with the voicelive play which is absolutely doesan obvious case of operator error  in short there is not a single legitimate negative review of this mic  having the button on there is kinda fun and it works great  i actually bought several  at this price dont even bother looking at the cheaper options just buy this  you will not regret getting this mic,tc electronic vocal microphone  dynamic microphone supercardiod,22.99,0.6169354838709677,,,-171.79,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105,38,94,37,159,48,130,47,0.82,0.36,0.36,0.16,0.78,0.62,105,42,41.4,40.5,0.66,0.83,5.89,8.33,0.92,26.89,0.72,0.78,19.53,3.12,0.19,0.75,0.23,0.04,0.27
B0006IQLHM,5.0,i love the smooth warm tones of these flat twelves on my guitars  the thomastik strings are excellent strings but the daddarios sound just as good to my model  ears  flats may last longer than rounds but i still like to change my strings every month and the  chromes make it more affordable without sacrificing tonal quality and playability  good stuff,daddario  chromes flat wound  electric guitar strings jazz light ,15.99,0.8032786885245902,20.333333333333332,12.2,26.48,61,1,7,5,3,2,1,1,6,61.0,20.3333,12.2,5.0,2.3333,1.6667,0.4,0.6667,3.0,0.3333,0.3333,0.2,2.0,1.2,34,10,31,10,39,12,36,12,0.92,0.33,0.29,0.2,0.2,0.32,34,34,34.0,34.0,0.87,0.87,3.85,5.44,0.96,42.48,0.86,1.0,5.0,1.58,0.14,0.89,0.25,0.06,0.31
B0002NIRIC,4.0,im a stickler about clean strings its almost an obsession i dont use coated strings and as we know noncoated tend to tarnish and loose their sound quickeri actually have a clamshell string cleaning device that clamps around the strings allowing for total surface access i put this product into a small spray bottle then a couple of shots on the clamshell thingy  totally clean stringsive been using the dunlop  string care for over a year and while i dont apply it after every session im yet to have any string corrosionit claims to extend playing life of strings shield against tarnish and corrosion deliver a silky smooth conditioning and eliminate finger squeaksi feel that it does all of that but struggles a bit in the finger squeak area although it does suppress some of the squeakingwhen i run out or shortly before i will buy some more,dunlop  ultraglide  string conditioner,0.91,0.7162162162162162,148.0,13.454545454545455,-61.83,148,1,16,11,1,8,1,3,22,148.0,148.0,13.4545,11.0,16.0,11.0,0.7273,8.0,1.0,1.0,3.0,0.2727,22.0,2.0,71,30,64,29,91,40,83,39,0.91,0.47,0.42,0.47,6.53,1.81,71,41,42.5,44.1,0.78,0.82,5.26,7.44,0.94,35.61,0.77,0.93,26.13,3.61,0.34,0.75,0.1,0.05,0.14
B00J4TBMVO,3.0,i really hate to give these strings a low review because they are supposed to be high quality but let me tell you my story i got two packs of these for my guitar i put them on and it sounded great i was pretty thrilled then the g string broke after less then  weeks i was pretty disappointed but thats why i ordered  packs i refitted the g string feeling smart and then less than a  weeks later it broke again its weird because the other  are fine and ive never had a string break so soon before with other brandsoverall i think they are good strings but will hesitate before getting them again due to this experience,elixir strings  bronze acoustic guitar strings w nanoweb coating hd light ,12.55,0.6638655462184874,39.666666666666664,7.933333333333334,-23.94,119,1,21,15,3,8,3,2,16,119.0,39.6667,7.9333,15.0,7.0,5.0,0.5333,2.6667,3.0,1.0,0.6667,0.1333,5.3333,1.0667,49,12,42,12,77,17,63,17,0.82,0.27,0.24,0.21,0.84,0.65,49,33,36.0,32.6,0.64,0.66,3.95,5.58,0.9,18.13,0.67,0.84,13.47,2.6,0.25,0.57,0.21,0.05,0.25
B005HVERV0,5.0,you will not find a better product for the money   months into full time production use in and out of trailers opening and closing of drawers we couldnt be happier  the only regret i have is not buying  of these sooner  ships amazingly well considering its size and weight  few case manufacturers package their products with any competency and they usually arrive damaged  not the case with elite core audio and osp cases  buy buy buy,osp cases  proworksxs  sidebyside  utility case  freestanding lid table,136.49,0.8157894736842105,76.0,25.333333333333332,-5.67,76,1,6,3,1,1,1,4,9,76.0,76.0,25.3333,3.0,6.0,3.0,0.3333,1.0,1.0,1.0,4.0,1.3333,9.0,3.0,41,13,38,13,50,13,44,13,0.88,0.3,0.32,0.08,0.08,0.2,41,41,41.0,41.0,0.82,0.82,4.1,5.8,0.95,33.49,0.86,0.75,6.75,1.84,0.2,0.87,0.14,0.07,0.2
B00UTELPGK,3.0,was looking to replace my worn out pegs for years of use and getting so worn they were hard to get out these guys came in looked great but when i put them in they were way to bigi guess they will work and are easy to get out when you need a string change but the look is rediculusill be purchasing another set for my next string change from someone else,blisstime  guitar bone bridge pins replacement parts with abalone dot,8.99,0.75,72.0,7.2,40.69,72,1,14,10,1,7,1,2,6,72.0,72.0,7.2,10.0,14.0,10.0,0.7,7.0,1.0,1.0,2.0,0.2,6.0,0.6,31,8,26,7,43,9,31,8,0.72,0.26,0.26,0.09,0.09,0.21,31,31,31.0,31.0,0.72,0.72,3.34,4.73,0.91,18.78,0.84,0.82,7.36,1.92,0.29,0.87,0.13,0.03,0.16
B007BR5PWI,1.0,flimsy unreliable cheap clumsy avoid at any cost i used it for twothree hours in my living room returned to it a few days later to find it dead found a way to open it and inside it smelled burned never had anything die out on me this fast including the cheapest chinese knockoff items,griffin studioconnect  connect your guitar bass and midi instruments to your ipad and garageband,26.24,0.8727272727272727,55.0,18.333333333333332,41.03,55,1,8,3,1,0,0,0,9,55.0,55.0,18.3333,3.0,8.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,3.0,33,6,29,6,35,6,31,6,0.89,0.19,0.18,0.0,0.0,0.0,33,33,33.0,33.0,0.94,0.94,3.94,5.58,0.98,93.3,0.94,0.9,8.1,2.01,0.29,1.0,0.23,0.0,0.23
B015IGMWTC,2.0,these are not good quality knobs there were marks on all  domes not smooth they did not fit all the way down the shaft so they stuck up a little high on the guitar also the side screw does not go all the way through to the shaft there is plastic all around the inside that prevents it making it difficult to tighten on the shaft also once they were on they did not appear to be even when you turned the pots for example when you turn the volume up or down they appear to wobble as they turn all  fit this way and no amount of trying to correct it would fix the problem i would not recommend these unless you just want something cheap my mistake was to expect any level of quality at this price really had they fit correctly like any other knob ive had and not wobbled so much i would have bumped it up to  stars for the price alone,musiclily metric heavy metal electric guitar dome knobs for fender stratocaster telecaster electric guitar bass blackpack of ,9.0,0.5808383233532934,167.0,8.789473684210526,-64.2,167,1,28,19,1,12,1,2,11,167.0,167.0,8.7895,19.0,28.0,19.0,0.6316,12.0,1.0,1.0,2.0,0.1053,11.0,0.5789,59,13,52,13,90,17,68,17,0.76,0.25,0.22,0.16,0.64,0.57,59,33,37.2,37.3,0.66,0.66,4.4,6.22,0.91,20.82,0.76,0.68,11.56,2.4,0.25,0.72,0.13,0.07,0.21
B00TUML5CG,5.0,i found that the package was perfect for what i was about to do which was do a float trip with the two groups i belong to se ukers and dakine ukers we planned on a river trip that would take  hours and play a list of songs as we floated  there were a few people who had their ukes for a while and they stayed in tune but most of us had only had ours for a few weeks and would not stay in tune i would like to report as a paddle the ukes worked great the sun on the plastic played havoc on the ukes and the strings now that our group of near  people ended the trip with the same problem now that im home my uke stays in tune so i would recommend the water uke  you can use it as a paddle and as a uke both ways it works great,kala kaswbbk waterman soprano ukulele  black matte bundle with gig bag tuner austin bazaar instructional dvd and polishing cloth,2.71,0.5732484076433121,157.0,7.476190476190476,-54.05,157,1,24,21,1,13,1,4,16,157.0,157.0,7.4762,21.0,24.0,21.0,0.619,13.0,1.0,1.0,4.0,0.1905,16.0,0.7619,53,14,49,14,82,22,72,22,0.88,0.31,0.26,0.14,0.43,0.46,53,35,36.6,38.6,0.65,0.7,4.14,5.85,0.9,19.32,0.68,0.81,13.76,2.62,0.24,0.7,0.14,0.01,0.15
B0002CZVWI,5.0,the kyser  string capo is wonderful  this capo far exceeded what i had hoped for  i use is primarily on a  nylon string guitar and it sounds greatdont let employees at guitar and instrument shops tell you that this capo cannot be used on nylon strings because the sound is still topnotch regardlessprice is good there is not complaint and works on electric guitars and acoustics with jumbo necks and frets as well,kyser quickchange capo for  acoustic guitars  black,19.95,0.7534246575342466,74.0,8.222222222222221,14.3,74,1,10,9,1,6,1,4,6,74.0,74.0,8.2222,9.0,10.0,9.0,0.6667,6.0,1.0,1.0,4.0,0.4444,6.0,0.6667,35,17,30,16,51,24,40,23,0.78,0.57,0.49,0.29,0.57,0.53,35,34,34.6,34.0,0.69,0.68,3.47,4.9,0.9,17.83,0.75,1.0,7.0,1.87,0.17,0.67,0.23,0.07,0.3
B0009N9OKA,2.0,whenever i have strung dean markley strings to my fender jazz i was always very happy i tried a different set of dean markley strings to tell you the truth im not happy with them at all the gauge is great the strings feel nice as i play whats the problem since i strung these strings i have had to turn up the volume on my fender amp and all turn up the volume on my fender jazz bass when i have strung new strings on my bass in the past i have never had to turn the volume up im thinking of changing my strings again,dean markley nickelsteel signature bass guitar strings   medium light,16.98,0.5327102803738317,107.0,15.285714285714286,-3.3,107,1,14,7,1,7,1,1,13,107.0,107.0,15.2857,7.0,14.0,7.0,1.0,7.0,1.0,1.0,1.0,0.1429,13.0,1.8571,36,11,29,11,71,26,56,26,0.79,0.46,0.31,0.17,0.33,0.41,36,29,28.3,30.3,0.51,0.58,3.02,4.27,0.84,11.62,0.52,0.67,5.33,1.63,0.14,0.45,0.14,0.02,0.16
B0002EKKSG,4.0,ive only been using it for a couple of weeks and i can say that for the price they are spectacular  i ordered two and a friend and i were testing them out while we watched a game  on playback the vocals were rich and crisp the levels were great and you couldnt even hear the hockey game going on six feet awayknocked one star off for a poor overall design of the product  the mic at the end of the headset works great  everything else about it couldve been designed better  the headset is not adjustable which is a major inconvenience if youre head is smaller or bigger than the designers supposed heads would be  thats the only glaring flaw with the designbut its not the only flaw  the micarm is adjustable but not in a very logical way  it doesnt seem like the designers considered that many people would want the mic off to one side of their mouth and designed it instead to maximize the nasal exhale sound interferenceits still a phenomenal headset microphone for the price and the audio quality makes up for the ergonomic issues  i would and will but another of the same model in the future,audiotechnica pro  hypercardioid dynamic headworn microphone,14.99,0.6206896551724138,203.0,10.15,-117.66,203,1,21,20,1,16,1,7,30,203.0,203.0,10.15,20.0,21.0,20.0,0.8,16.0,1.0,1.0,7.0,0.35,30.0,1.5,87,30,81,30,116,36,98,36,0.84,0.37,0.34,0.32,2.23,1.06,87,41,42.1,39.4,0.75,0.79,5.71,8.08,0.94,34.11,0.83,0.95,20.05,3.17,0.21,0.78,0.22,0.05,0.28
B00ZU6PJCS,4.0,what you see is what you get  it comes with sheetrock anchors but i cant imaging hanging a heavier instrument in just sheetrock  i substitued some longer screws not included and anchored the hangers into the studs  i would like to have seen some longer screws included for a better installation,top stage  guitar wall mount hanger  guitar hanger wall hook holder stand for bass electric acoustic guitar ukulele natural pack of ,9.95,0.7843137254901961,inf,8.5,36.63,51,1,7,6,0,4,0,1,8,51.0,0.0,8.5,6.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.1667,0.0,1.3333,24,9,20,8,32,13,27,11,0.84,0.41,0.38,0.25,0.75,0.61,24,24,24.0,24.0,0.75,0.75,3.0,4.24,0.92,18.13,0.74,0.83,8.33,2.04,0.37,0.8,0.15,0.04,0.19
B005D7G4DC,3.0,the bench is attractive and sturdy but the top is too hard and not comfortable for any lenght of time  i have never had this type of bench so maybe that is how it is supposed to feel i have gone back to using my portable piano bench which is more comfortable will use this one on the rare occasions we play duets,adjustable duet size genuine leather artist concert piano bench stool in ebony satin with music storage,299.99,0.7619047619047619,63.0,7.0,32.91,63,1,11,9,1,8,1,2,7,63.0,63.0,7.0,9.0,11.0,9.0,0.8889,8.0,1.0,1.0,2.0,0.2222,7.0,0.7778,30,8,22,8,41,11,27,11,0.66,0.41,0.27,0.0,0.0,0.0,30,30,30.0,30.0,0.73,0.73,3.31,4.69,0.92,19.17,0.81,0.83,4.17,1.44,0.19,0.75,0.26,0.04,0.3
B0002E2YMG,5.0,this is my first ever metronome i use it for my banjo lessons it would be nice if it had a volume control but the earplug reduces the volume to the level of click i like and i can just lay the end of the plug beside me to hear itnice long cord so it is easy to wear when playing the instrumentmy teacher loves that it is clearly marked in small steps it makes it easier to increase the tempo without having to worry about which step to go tosmall size means it fits in my gig bag just fine along with my tunerdial knob is a good size to make it easy to adjustfeels sturdy enough to last for some time,wittner metronome ,17.85,0.6910569105691057,41.0,9.461538461538462,-19.54,123,1,22,13,3,10,2,0,15,123.0,41.0,9.4615,13.0,7.3333,4.3333,0.7692,3.3333,3.0,0.6667,0.0,0.0,5.0,1.1538,54,16,50,16,68,16,59,16,0.87,0.27,0.3,0.11,0.22,0.33,54,41,42.3,41.8,0.79,0.82,4.63,6.55,0.95,33.54,0.85,0.94,16.06,2.83,0.29,0.84,0.17,0.05,0.22
B00DY1F2CS,4.0,this mic stand is cool if youre just starting to get into podcasting its small and even with a shock mount noise can still be heard from the table or desk youre using it on the downside is if you want to adjust the swing of the arm you have to unscrew the wingnut on the back of the clamp,neewer adjustable microphone suspension boom scissor arm stand max load  kg compact mic stand made of durable steel for radio broadcasting studio voiceover sound studio stages and tv stations,13.5,0.7666666666666667,60.0,12.0,44.42,60,1,9,5,1,4,1,2,7,60.0,60.0,12.0,5.0,9.0,5.0,0.8,4.0,1.0,1.0,2.0,0.4,7.0,1.4,29,12,27,12,32,13,28,13,0.88,0.46,0.41,0.38,1.12,0.75,29,29,29.0,29.0,0.91,0.91,3.62,5.13,0.97,52.99,0.96,1.0,8.0,2.0,0.29,0.93,0.11,0.11,0.21
